"OID","SUBBASIN","ARSUB","LANDUSE","ARLU","SOIL","ARSO","SLP","ARSLP","SLOPE","UNIQUECOMB","HRU_ID","HRU_GIS"
4985,38.00,48773.81,"FRSE",11409.75,"BEBIMG",2595.93,"4.29-11.8",1342.12,7.63,"38_FRSE_BEBIMG_4.29-11.8",4985,"000380037"
4986,38.00,48773.81,"FRSE",11409.75,"BELVSI",515.81,"11.8-9999",243.56,18.35,"38_FRSE_BELVSI_11.8-9999",4986,"000380038"
4987,38.00,48773.81,"FRSE",11409.75,"BELVSI",515.81,"4.29-11.8",222.75,8.17,"38_FRSE_BELVSI_4.29-11.8",4987,"000380039"
4988,38.00,48773.81,"FRSE",11409.75,"BELVSI",515.81,"0-4.29",49.50,2.87,"38_FRSE_BELVSI_0-4.29",4988,"000380040"
4989,38.00,48773.81,"FRSE",11409.75,"BELVTS",6584.06,"11.8-9999",2431.68,17.80,"38_FRSE_BELVTS_11.8-9999",4989,"000380041"
4990,38.00,48773.81,"FRSE",11409.75,"BELVTS",6584.06,"4.29-11.8",3191.06,7.94,"38_FRSE_BELVTS_4.29-11.8",4990,"000380042"
4991,38.00,48773.81,"FRSE",11409.75,"BELVTS",6584.06,"0-4.29",961.31,2.83,"38_FRSE_BELVTS_0-4.29",4991,"000380043"
4992,38.00,48773.81,"FRSE",11409.75,"BESMMG",1670.06,"4.29-11.8",851.62,7.99,"38_FRSE_BESMMG_4.29-11.8",4992,"000380044"
4993,38.00,48773.81,"FRSE",11409.75,"BESMMG",1670.06,"11.8-9999",601.31,18.62,"38_FRSE_BESMMG_11.8-9999",4993,"000380045"
4994,38.00,48773.81,"FRSE",11409.75,"BESMMG",1670.06,"0-4.29",217.12,2.78,"38_FRSE_BESMMG_0-4.29",4994,"000380046"
4995,38.00,48773.81,"FRSE",11409.75,"HM",43.87,"11.8-9999",2.25,16.26,"38_FRSE_HM_11.8-9999",4995,"000380047"
4996,38.00,48773.81,"FRSE",11409.75,"HM",43.87,"4.29-11.8",37.12,7.54,"38_FRSE_HM_4.29-11.8",4996,"000380048"
4997,38.00,48773.81,"FRSE",11409.75,"HM",43.87,"0-4.29",4.50,2.84,"38_FRSE_HM_0-4.29",4997,"000380049"
4998,38.00,48773.81,"FRST",664.31,"BEBIMG",381.93,"4.29-11.8",144.56,7.79,"38_FRST_BEBIMG_4.29-11.8",4998,"000380050"
4999,38.00,48773.81,"FRST",664.31,"BEBIMG",381.93,"0-4.29",44.43,2.86,"38_FRST_BEBIMG_0-4.29",4999,"000380051"
5000,38.00,48773.81,"FRST",664.31,"BEBIMG",381.93,"11.8-9999",192.93,24.26,"38_FRST_BEBIMG_11.8-9999",5000,"000380052"
5001,38.00,48773.81,"FRST",664.31,"BELVSI",10.68,"11.8-9999",7.87,28.26,"38_FRST_BELVSI_11.8-9999",5001,"000380053"
5002,38.00,48773.81,"FRST",664.31,"BELVSI",10.68,"4.29-11.8",1.12,8.77,"38_FRST_BELVSI_4.29-11.8",5002,"000380054"
5003,38.00,48773.81,"FRST",664.31,"BELVSI",10.68,"0-4.29",1.68,2.68,"38_FRST_BELVSI_0-4.29",5003,"000380055"
5004,38.00,48773.81,"FRST",664.31,"BELVTS",237.37,"4.29-11.8",101.81,7.33,"38_FRST_BELVTS_4.29-11.8",5004,"000380056"
5005,38.00,48773.81,"FRST",664.31,"BELVTS",237.37,"0-4.29",38.25,3.15,"38_FRST_BELVTS_0-4.29",5005,"000380057"
5006,38.00,48773.81,"FRST",664.31,"BELVTS",237.37,"11.8-9999",97.31,26.54,"38_FRST_BELVTS_11.8-9999",5006,"000380058"
5007,38.00,48773.81,"FRST",664.31,"BESMMG",34.31,"0-4.29",1.12,2.09,"38_FRST_BESMMG_0-4.29",5007,"000380059"
5008,38.00,48773.81,"FRST",664.31,"BESMMG",34.31,"4.29-11.8",11.25,9.84,"38_FRST_BESMMG_4.29-11.8",5008,"000380060"
5009,38.00,48773.81,"FRST",664.31,"BESMMG",34.31,"11.8-9999",21.93,15.61,"38_FRST_BESMMG_11.8-9999",5009,"000380061"
5010,38.00,48773.81,"RNGB",637.87,"BEBIMG",478.12,"11.8-9999",98.43,16.86,"38_RNGB_BEBIMG_11.8-9999",5010,"000380062"
5011,38.00,48773.81,"RNGB",637.87,"BEBIMG",478.12,"4.29-11.8",253.12,7.29,"38_RNGB_BEBIMG_4.29-11.8",5011,"000380063"
5012,38.00,48773.81,"RNGB",637.87,"BEBIMG",478.12,"0-4.29",126.56,2.74,"38_RNGB_BEBIMG_0-4.29",5012,"000380064"
5013,38.00,48773.81,"RNGB",637.87,"BELVTS",132.75,"11.8-9999",32.06,18.21,"38_RNGB_BELVTS_11.8-9999",5013,"000380065"
5014,38.00,48773.81,"RNGB",637.87,"BELVTS",132.75,"4.29-11.8",55.68,7.18,"38_RNGB_BELVTS_4.29-11.8",5014,"000380066"
5015,38.00,48773.81,"RNGB",637.87,"BELVTS",132.75,"0-4.29",45.00,2.72,"38_RNGB_BELVTS_0-4.29",5015,"000380067"
5016,38.00,48773.81,"RNGB",637.87,"BESMMG",27.00,"0-4.29",1.12,3.20,"38_RNGB_BESMMG_0-4.29",5016,"000380068"
5017,38.00,48773.81,"RNGB",637.87,"BESMMG",27.00,"4.29-11.8",3.93,8.43,"38_RNGB_BESMMG_4.29-11.8",5017,"000380069"
5018,38.00,48773.81,"RNGB",637.87,"BESMMG",27.00,"11.8-9999",21.93,25.82,"38_RNGB_BESMMG_11.8-9999",5018,"000380070"
5019,38.00,48773.81,"A4XX",27089.43,"BEBIMG",10187.43,"4.29-11.8",6043.50,7.30,"38_A4XX_BEBIMG_4.29-11.8",5019,"000380071"
5020,38.00,48773.81,"A4XX",27089.43,"BEBIMG",10187.43,"0-4.29",3071.25,2.83,"38_A4XX_BEBIMG_0-4.29",5020,"000380072"
5021,38.00,48773.81,"A4XX",27089.43,"BEBIMG",10187.43,"11.8-9999",1072.68,15.25,"38_A4XX_BEBIMG_11.8-9999",5021,"000380073"
5022,38.00,48773.81,"A4XX",27089.43,"BELVSI",434.25,"11.8-9999",81.00,16.16,"38_A4XX_BELVSI_11.8-9999",5022,"000380074"
5023,38.00,48773.81,"A4XX",27089.43,"BELVSI",434.25,"0-4.29",83.81,3.01,"38_A4XX_BELVSI_0-4.29",5023,"000380075"
5024,38.00,48773.81,"A4XX",27089.43,"BELVSI",434.25,"4.29-11.8",269.43,7.38,"38_A4XX_BELVSI_4.29-11.8",5024,"000380076"
5025,38.00,48773.81,"A4XX",27089.43,"BELVTS",11646.00,"11.8-9999",1898.43,15.88,"38_A4XX_BELVTS_11.8-9999",5025,"000380077"
5026,38.00,48773.81,"A4XX",27089.43,"BELVTS",11646.00,"4.29-11.8",7220.81,7.47,"38_A4XX_BELVTS_4.29-11.8",5026,"000380078"
5027,38.00,48773.81,"A4XX",27089.43,"BELVTS",11646.00,"0-4.29",2526.75,2.90,"38_A4XX_BELVTS_0-4.29",5027,"000380079"
5028,38.00,48773.81,"A4XX",27089.43,"BESMMG",4467.93,"11.8-9999",845.43,16.15,"38_A4XX_BESMMG_11.8-9999",5028,"000380080"
5029,38.00,48773.81,"A4XX",27089.43,"BESMMG",4467.93,"0-4.29",1044.00,2.79,"38_A4XX_BESMMG_0-4.29",5029,"000380081"
5030,38.00,48773.81,"A4XX",27089.43,"BESMMG",4467.93,"4.29-11.8",2578.50,7.51,"38_A4XX_BESMMG_4.29-11.8",5030,"000380082"
5031,38.00,48773.81,"A4XX",27089.43,"HM",353.81,"11.8-9999",15.75,14.25,"38_A4XX_HM_11.8-9999",5031,"000380083"
5032,38.00,48773.81,"A4XX",27089.43,"HM",353.81,"4.29-11.8",185.62,6.72,"38_A4XX_HM_4.29-11.8",5032,"000380084"
5033,38.00,48773.81,"A4XX",27089.43,"HM",353.81,"0-4.29",152.43,2.67,"38_A4XX_HM_0-4.29",5033,"000380085"
5034,39.00,61386.75,"URMD",2604.93,"BELVSI",561.37,"0-4.29",116.43,2.66,"39_URMD_BELVSI_0-4.29",5034,"000390001"
5035,39.00,61386.75,"URMD",2604.93,"BELVSI",561.37,"4.29-11.8",335.25,7.74,"39_URMD_BELVSI_4.29-11.8",5035,"000390002"
5036,39.00,61386.75,"URMD",2604.93,"BELVSI",561.37,"11.8-9999",109.68,14.71,"39_URMD_BELVSI_11.8-9999",5036,"000390003"
5037,39.00,61386.75,"URMD",2604.93,"BELVTS",806.06,"0-4.29",104.62,2.85,"39_URMD_BELVTS_0-4.29",5037,"000390004"
5038,39.00,61386.75,"URMD",2604.93,"BELVTS",806.06,"4.29-11.8",525.37,7.78,"39_URMD_BELVTS_4.29-11.8",5038,"000390005"
5039,39.00,61386.75,"URMD",2604.93,"BELVTS",806.06,"11.8-9999",176.06,16.30,"39_URMD_BELVTS_11.8-9999",5039,"000390006"
5040,39.00,61386.75,"URMD",2604.93,"BESMMG",533.25,"0-4.29",136.68,2.88,"39_URMD_BESMMG_0-4.29",5040,"000390007"
5041,39.00,61386.75,"URMD",2604.93,"BESMMG",533.25,"11.8-9999",45.56,14.48,"39_URMD_BESMMG_11.8-9999",5041,"000390008"
5042,39.00,61386.75,"URMD",2604.93,"BESMMG",533.25,"4.29-11.8",351.00,7.42,"39_URMD_BESMMG_4.29-11.8",5042,"000390009"
5043,39.00,61386.75,"URMD",2604.93,"HM",7.31,"0-4.29",3.37,2.82,"39_URMD_HM_0-4.29",5043,"000390010"
5044,39.00,61386.75,"URMD",2604.93,"HM",7.31,"4.29-11.8",3.93,5.59,"39_URMD_HM_4.29-11.8",5044,"000390011"
5045,39.00,61386.75,"URMD",2604.93,"PBLVWS",696.93,"4.29-11.8",372.93,6.92,"39_URMD_PBLVWS_4.29-11.8",5045,"000390012"
5046,39.00,61386.75,"URMD",2604.93,"PBLVWS",696.93,"0-4.29",291.93,2.48,"39_URMD_PBLVWS_0-4.29",5046,"000390013"
5047,39.00,61386.75,"URMD",2604.93,"PBLVWS",696.93,"11.8-9999",32.06,15.26,"39_URMD_PBLVWS_11.8-9999",5047,"000390014"
5048,39.00,61386.75,"BARR",66.93,"BELVTS",61.87,"4.29-11.8",26.43,7.70,"39_BARR_BELVTS_4.29-11.8",5048,"000390015"
5049,39.00,61386.75,"BARR",66.93,"BELVTS",61.87,"11.8-9999",25.31,17.17,"39_BARR_BELVTS_11.8-9999",5049,"000390016"
5050,39.00,61386.75,"BARR",66.93,"BELVTS",61.87,"0-4.29",10.12,2.63,"39_BARR_BELVTS_0-4.29",5050,"000390017"
5051,39.00,61386.75,"BARR",66.93,"PBLVWS",5.06,"0-4.29",1.12,3.15,"39_BARR_PBLVWS_0-4.29",5051,"000390018"
5052,39.00,61386.75,"BARR",66.93,"PBLVWS",5.06,"4.29-11.8",1.68,9.03,"39_BARR_PBLVWS_4.29-11.8",5052,"000390019"
5053,39.00,61386.75,"BARR",66.93,"PBLVWS",5.06,"11.8-9999",2.25,14.04,"39_BARR_PBLVWS_11.8-9999",5053,"000390020"
5054,39.00,61386.75,"PAST",8820.00,"BEBIMG",43.87,"4.29-11.8",15.18,6.29,"39_PAST_BEBIMG_4.29-11.8",5054,"000390021"
5055,39.00,61386.75,"PAST",8820.00,"BEBIMG",43.87,"0-4.29",28.68,2.14,"39_PAST_BEBIMG_0-4.29",5055,"000390022"
5056,39.00,61386.75,"PAST",8820.00,"BELVSI",2369.25,"0-4.29",369.00,2.81,"39_PAST_BELVSI_0-4.29",5056,"000390023"
5057,39.00,61386.75,"PAST",8820.00,"BELVSI",2369.25,"11.8-9999",708.75,16.74,"39_PAST_BELVSI_11.8-9999",5057,"000390024"
5058,39.00,61386.75,"PAST",8820.00,"BELVSI",2369.25,"4.29-11.8",1291.50,7.90,"39_PAST_BELVSI_4.29-11.8",5058,"000390025"
5059,39.00,61386.75,"PAST",8820.00,"BELVTS",4610.81,"0-4.29",836.43,2.81,"39_PAST_BELVTS_0-4.29",5059,"000390026"
5060,39.00,61386.75,"PAST",8820.00,"BELVTS",4610.81,"4.29-11.8",2519.43,7.82,"39_PAST_BELVTS_4.29-11.8",5060,"000390027"
5061,39.00,61386.75,"PAST",8820.00,"BELVTS",4610.81,"11.8-9999",1254.93,16.57,"39_PAST_BELVTS_11.8-9999",5061,"000390028"
5062,39.00,61386.75,"PAST",8820.00,"BESMMG",887.62,"11.8-9999",367.31,18.51,"39_PAST_BESMMG_11.8-9999",5062,"000390029"
5063,39.00,61386.75,"PAST",8820.00,"BESMMG",887.62,"4.29-11.8",385.31,7.98,"39_PAST_BESMMG_4.29-11.8",5063,"000390030"
5064,39.00,61386.75,"PAST",8820.00,"BESMMG",887.62,"0-4.29",135.00,2.37,"39_PAST_BESMMG_0-4.29",5064,"000390031"
5065,39.00,61386.75,"PAST",8820.00,"PBESMM",111.93,"4.29-11.8",64.68,7.32,"39_PAST_PBESMM_4.29-11.8",5065,"000390032"
5066,39.00,61386.75,"PAST",8820.00,"PBESMM",111.93,"0-4.29",33.18,2.47,"39_PAST_PBESMM_0-4.29",5066,"000390033"
5067,39.00,61386.75,"PAST",8820.00,"PBESMM",111.93,"11.8-9999",14.06,13.90,"39_PAST_PBESMM_11.8-9999",5067,"000390034"
5068,39.00,61386.75,"PAST",8820.00,"PBLVWS",796.50,"4.29-11.8",468.56,7.78,"39_PAST_PBLVWS_4.29-11.8",5068,"000390035"
5069,39.00,61386.75,"PAST",8820.00,"PBLVWS",796.50,"0-4.29",147.37,2.76,"39_PAST_PBLVWS_0-4.29",5069,"000390036"
5070,39.00,61386.75,"PAST",8820.00,"PBLVWS",796.50,"11.8-9999",180.56,16.02,"39_PAST_PBLVWS_11.8-9999",5070,"000390037"
5071,39.00,61386.75,"FRSD",11.81,"BESMMG",11.81,"4.29-11.8",5.62,8.25,"39_FRSD_BESMMG_4.29-11.8",5071,"000390038"
5072,39.00,61386.75,"FRSD",11.81,"BESMMG",11.81,"11.8-9999",2.25,13.24,"39_FRSD_BESMMG_11.8-9999",5072,"000390039"
5073,39.00,61386.75,"FRSD",11.81,"BESMMG",11.81,"0-4.29",3.93,2.76,"39_FRSD_BESMMG_0-4.29",5073,"000390040"
5074,39.00,61386.75,"FRSE",21919.50,"BEBIMG",29.81,"0-4.29",9.56,2.85,"39_FRSE_BEBIMG_0-4.29",5074,"000390041"
5075,39.00,61386.75,"FRSE",21919.50,"BEBIMG",29.81,"11.8-9999",2.81,12.63,"39_FRSE_BEBIMG_11.8-9999",5075,"000390042"
5076,39.00,61386.75,"FRSE",21919.50,"BEBIMG",29.81,"4.29-11.8",17.43,7.74,"39_FRSE_BEBIMG_4.29-11.8",5076,"000390043"
5077,39.00,61386.75,"FRSE",21919.50,"BELVSI",8049.93,"0-4.29",904.50,2.88,"39_FRSE_BELVSI_0-4.29",5077,"000390044"
5078,39.00,61386.75,"FRSE",21919.50,"BELVSI",8049.93,"4.29-11.8",3944.81,8.11,"39_FRSE_BELVSI_4.29-11.8",5078,"000390045"
5079,39.00,61386.75,"FRSE",21919.50,"BELVSI",8049.93,"11.8-9999",3200.62,17.15,"39_FRSE_BELVSI_11.8-9999",5079,"000390046"
5080,39.00,61386.75,"FRSE",21919.50,"BELVTS",9806.06,"0-4.29",1404.56,2.82,"39_FRSE_BELVTS_0-4.29",5080,"000390047"
5081,39.00,61386.75,"FRSE",21919.50,"BELVTS",9806.06,"11.8-9999",3173.06,16.78,"39_FRSE_BELVTS_11.8-9999",5081,"000390048"
5082,39.00,61386.75,"FRSE",21919.50,"BELVTS",9806.06,"4.29-11.8",5228.43,7.88,"39_FRSE_BELVTS_4.29-11.8",5082,"000390049"
5083,39.00,61386.75,"FRSE",21919.50,"BESMMG",2676.93,"0-4.29",182.25,2.94,"39_FRSE_BESMMG_0-4.29",5083,"000390050"
5084,39.00,61386.75,"FRSE",21919.50,"BESMMG",2676.93,"4.29-11.8",965.25,8.28,"39_FRSE_BESMMG_4.29-11.8",5084,"000390051"
5085,39.00,61386.75,"FRSE",21919.50,"BESMMG",2676.93,"11.8-9999",1529.43,20.45,"39_FRSE_BESMMG_11.8-9999",5085,"000390052"
5086,39.00,61386.75,"FRSE",21919.50,"HM",55.68,"4.29-11.8",25.31,7.24,"39_FRSE_HM_4.29-11.8",5086,"000390053"
5087,39.00,61386.75,"FRSE",21919.50,"HM",55.68,"0-4.29",30.37,2.92,"39_FRSE_HM_0-4.29",5087,"000390054"
5088,39.00,61386.75,"FRSE",21919.50,"PBESMM",585.00,"11.8-9999",168.18,15.28,"39_FRSE_PBESMM_11.8-9999",5088,"000390055"
5089,39.00,61386.75,"FRSE",21919.50,"PBESMM",585.00,"0-4.29",107.43,2.59,"39_FRSE_PBESMM_0-4.29",5089,"000390056"
5090,39.00,61386.75,"FRSE",21919.50,"PBESMM",585.00,"4.29-11.8",309.37,7.90,"39_FRSE_PBESMM_4.29-11.8",5090,"000390057"
5091,39.00,61386.75,"FRSE",21919.50,"PBLVWS",716.06,"11.8-9999",360.00,19.59,"39_FRSE_PBLVWS_11.8-9999",5091,"000390058"
5092,39.00,61386.75,"FRSE",21919.50,"PBLVWS",716.06,"0-4.29",83.25,2.68,"39_FRSE_PBLVWS_0-4.29",5092,"000390059"
5093,39.00,61386.75,"FRSE",21919.50,"PBLVWS",716.06,"4.29-11.8",272.81,8.23,"39_FRSE_PBLVWS_4.29-11.8",5093,"000390060"
5094,39.00,61386.75,"FRST",493.87,"BEBIMG",0.56,"0-4.29",0.56,2.32,"39_FRST_BEBIMG_0-4.29",5094,"000390061"
5095,39.00,61386.75,"FRST",493.87,"BELVSI",168.75,"0-4.29",21.37,2.96,"39_FRST_BELVSI_0-4.29",5095,"000390062"
5096,39.00,61386.75,"FRST",493.87,"BELVSI",168.75,"4.29-11.8",75.93,8.14,"39_FRST_BELVSI_4.29-11.8",5096,"000390063"
5097,39.00,61386.75,"FRST",493.87,"BELVSI",168.75,"11.8-9999",71.43,16.32,"39_FRST_BELVSI_11.8-9999",5097,"000390064"
5098,39.00,61386.75,"FRST",493.87,"BELVTS",143.43,"0-4.29",11.81,2.86,"39_FRST_BELVTS_0-4.29",5098,"000390065"
5099,39.00,61386.75,"FRST",493.87,"BELVTS",143.43,"11.8-9999",79.87,18.68,"39_FRST_BELVTS_11.8-9999",5099,"000390066"
5100,39.00,61386.75,"FRST",493.87,"BELVTS",143.43,"4.29-11.8",51.75,8.60,"39_FRST_BELVTS_4.29-11.8",5100,"000390067"
5101,39.00,61386.75,"FRST",493.87,"BESMMG",98.43,"11.8-9999",68.06,22.42,"39_FRST_BESMMG_11.8-9999",5101,"000390068"
5102,39.00,61386.75,"FRST",493.87,"BESMMG",98.43,"0-4.29",3.37,2.71,"39_FRST_BESMMG_0-4.29",5102,"000390069"
5103,39.00,61386.75,"FRST",493.87,"BESMMG",98.43,"4.29-11.8",27.00,8.70,"39_FRST_BESMMG_4.29-11.8",5103,"000390070"
5104,39.00,61386.75,"FRST",493.87,"PBLVWS",82.68,"0-4.29",7.87,2.57,"39_FRST_PBLVWS_0-4.29",5104,"000390071"
5105,39.00,61386.75,"FRST",493.87,"PBLVWS",82.68,"4.29-11.8",27.00,8.33,"39_FRST_PBLVWS_4.29-11.8",5105,"000390072"
5106,39.00,61386.75,"FRST",493.87,"PBLVWS",82.68,"11.8-9999",47.81,17.49,"39_FRST_PBLVWS_11.8-9999",5106,"000390073"
5107,39.00,61386.75,"RNGB",291.37,"BELVSI",20.81,"4.29-11.8",11.25,8.43,"39_RNGB_BELVSI_4.29-11.8",5107,"000390074"
5108,39.00,61386.75,"RNGB",291.37,"BELVSI",20.81,"11.8-9999",9.56,16.04,"39_RNGB_BELVSI_11.8-9999",5108,"000390075"
5109,39.00,61386.75,"RNGB",291.37,"BELVTS",106.31,"0-4.29",9.56,2.42,"39_RNGB_BELVTS_0-4.29",5109,"000390076"
5110,39.00,61386.75,"RNGB",291.37,"BELVTS",106.31,"11.8-9999",18.56,14.56,"39_RNGB_BELVTS_11.8-9999",5110,"000390077"
5111,39.00,61386.75,"RNGB",291.37,"BELVTS",106.31,"4.29-11.8",78.18,8.36,"39_RNGB_BELVTS_4.29-11.8",5111,"000390078"
5112,39.00,61386.75,"RNGB",291.37,"PBLVWS",164.25,"0-4.29",77.06,2.41,"39_RNGB_PBLVWS_0-4.29",5112,"000390079"
5113,39.00,61386.75,"RNGB",291.37,"PBLVWS",164.25,"4.29-11.8",59.06,6.79,"39_RNGB_PBLVWS_4.29-11.8",5113,"000390080"
5114,39.00,61386.75,"RNGB",291.37,"PBLVWS",164.25,"11.8-9999",28.12,19.31,"39_RNGB_PBLVWS_11.8-9999",5114,"000390081"
5115,39.00,61386.75,"WATR",239.62,"BELVTS",57.93,"0-4.29",18.00,1.86,"39_WATR_BELVTS_0-4.29",5115,"000390082"
5116,39.00,61386.75,"WATR",239.62,"BELVTS",57.93,"4.29-11.8",20.25,8.47,"39_WATR_BELVTS_4.29-11.8",5116,"000390083"
5117,39.00,61386.75,"WATR",239.62,"BELVTS",57.93,"11.8-9999",19.68,17.78,"39_WATR_BELVTS_11.8-9999",5117,"000390084"
5118,39.00,61386.75,"WATR",239.62,"PBLVWS",90.56,"11.8-9999",11.81,14.94,"39_WATR_PBLVWS_11.8-9999",5118,"000390085"
5119,39.00,61386.75,"WATR",239.62,"PBLVWS",90.56,"0-4.29",51.18,1.06,"39_WATR_PBLVWS_0-4.29",5119,"000390086"
5120,39.00,61386.75,"WATR",239.62,"PBLVWS",90.56,"4.29-11.8",27.56,7.08,"39_WATR_PBLVWS_4.29-11.8",5120,"000390087"
5121,39.00,61386.75,"WATR",239.62,"WASSER",91.12,"11.8-9999",4.50,16.20,"39_WATR_WASSER_11.8-9999",5121,"000390088"
5122,39.00,61386.75,"WATR",239.62,"WASSER",91.12,"0-4.29",68.62,0.76,"39_WATR_WASSER_0-4.29",5122,"000390089"
5123,39.00,61386.75,"WATR",239.62,"WASSER",91.12,"4.29-11.8",18.00,6.70,"39_WATR_WASSER_4.29-11.8",5123,"000390090"
5124,39.00,61386.75,"A3XX",26938.68,"BEBIMG",504.56,"11.8-9999",50.62,14.64,"39_A3XX_BEBIMG_11.8-9999",5124,"000390091"
5125,39.00,61386.75,"A3XX",26938.68,"BEBIMG",504.56,"4.29-11.8",268.31,7.06,"39_A3XX_BEBIMG_4.29-11.8",5125,"000390092"
5126,39.00,61386.75,"A3XX",26938.68,"BEBIMG",504.56,"0-4.29",185.62,2.82,"39_A3XX_BEBIMG_0-4.29",5126,"000390093"
5127,39.00,61386.75,"A3XX",26938.68,"BELVSI",5607.00,"0-4.29",1010.25,2.87,"39_A3XX_BELVSI_0-4.29",5127,"000390094"
5128,39.00,61386.75,"A3XX",26938.68,"BELVSI",5607.00,"11.8-9999",1301.62,16.01,"39_A3XX_BELVSI_11.8-9999",5128,"000390095"
5129,39.00,61386.75,"A3XX",26938.68,"BELVSI",5607.00,"4.29-11.8",3295.12,7.75,"39_A3XX_BELVSI_4.29-11.8",5129,"000390096"
5130,39.00,61386.75,"A3XX",26938.68,"BELVTS",13926.93,"4.29-11.8",8437.50,7.53,"39_A3XX_BELVTS_4.29-11.8",5130,"000390097"
5131,39.00,61386.75,"A3XX",26938.68,"BELVTS",13926.93,"0-4.29",3119.62,2.90,"39_A3XX_BELVTS_0-4.29",5131,"000390098"
5132,39.00,61386.75,"A3XX",26938.68,"BELVTS",13926.93,"11.8-9999",2369.81,15.38,"39_A3XX_BELVTS_11.8-9999",5132,"000390099"
5133,39.00,61386.75,"A3XX",26938.68,"BESMMG",1401.75,"0-4.29",248.06,2.79,"39_A3XX_BESMMG_0-4.29",5133,"000390100"
5134,39.00,61386.75,"A3XX",26938.68,"BESMMG",1401.75,"11.8-9999",374.62,15.72,"39_A3XX_BESMMG_11.8-9999",5134,"000390101"
5135,39.00,61386.75,"A3XX",26938.68,"BESMMG",1401.75,"4.29-11.8",779.06,7.76,"39_A3XX_BESMMG_4.29-11.8",5135,"000390102"
5136,39.00,61386.75,"A3XX",26938.68,"PBESMM",119.25,"4.29-11.8",70.87,7.48,"39_A3XX_PBESMM_4.29-11.8",5136,"000390103"
5137,39.00,61386.75,"A3XX",26938.68,"PBESMM",119.25,"0-4.29",32.06,2.72,"39_A3XX_PBESMM_0-4.29",5137,"000390104"
5138,39.00,61386.75,"A3XX",26938.68,"PBESMM",119.25,"11.8-9999",16.31,15.02,"39_A3XX_PBESMM_11.8-9999",5138,"000390105"
5139,39.00,61386.75,"A3XX",26938.68,"PBLVWS",5352.18,"4.29-11.8",3097.68,7.40,"39_A3XX_PBLVWS_4.29-11.8",5139,"000390106"
5140,39.00,61386.75,"A3XX",26938.68,"PBLVWS",5352.18,"0-4.29",1431.56,2.80,"39_A3XX_PBLVWS_0-4.29",5140,"000390107"
5141,39.00,61386.75,"A3XX",26938.68,"PBLVWS",5352.18,"11.8-9999",822.93,15.71,"39_A3XX_PBLVWS_11.8-9999",5141,"000390108"
5142,39.00,61386.75,"A3XX",26938.68,"WASSER",27.00,"11.8-9999",5.06,23.38,"39_A3XX_WASSER_11.8-9999",5142,"000390109"
5143,39.00,61386.75,"A3XX",26938.68,"WASSER",27.00,"4.29-11.8",13.50,8.01,"39_A3XX_WASSER_4.29-11.8",5143,"000390110"
5144,39.00,61386.75,"A3XX",26938.68,"WASSER",27.00,"0-4.29",8.43,2.52,"39_A3XX_WASSER_0-4.29",5144,"000390111"
5145,40.00,52345.12,"URMD",3803.62,"BEBIMG",457.87,"11.8-9999",32.06,13.93,"40_URMD_BEBIMG_11.8-9999",5145,"000400001"
5146,40.00,52345.12,"URMD",3803.62,"BEBIMG",457.87,"0-4.29",203.62,2.57,"40_URMD_BEBIMG_0-4.29",5146,"000400002"
5147,40.00,52345.12,"URMD",3803.62,"BEBIMG",457.87,"4.29-11.8",222.18,7.01,"40_URMD_BEBIMG_4.29-11.8",5147,"000400003"
5148,40.00,52345.12,"URMD",3803.62,"BELVTS",485.43,"0-4.29",225.00,2.76,"40_URMD_BELVTS_0-4.29",5148,"000400004"
5149,40.00,52345.12,"URMD",3803.62,"BELVTS",485.43,"4.29-11.8",232.87,6.69,"40_URMD_BELVTS_4.29-11.8",5149,"000400005"
5150,40.00,52345.12,"URMD",3803.62,"BELVTS",485.43,"11.8-9999",27.56,14.47,"40_URMD_BELVTS_11.8-9999",5150,"000400006"
5151,40.00,52345.12,"URMD",3803.62,"BEPBSQ",399.37,"0-4.29",203.06,2.71,"40_URMD_BEPBSQ_0-4.29",5151,"000400007"
5152,40.00,52345.12,"URMD",3803.62,"BEPBSQ",399.37,"11.8-9999",2.25,12.80,"40_URMD_BEPBSQ_11.8-9999",5152,"000400008"
5153,40.00,52345.12,"URMD",3803.62,"BEPBSQ",399.37,"4.29-11.8",194.06,6.68,"40_URMD_BEPBSQ_4.29-11.8",5153,"000400009"
5154,40.00,52345.12,"URMD",3803.62,"BESMMG",2336.06,"0-4.29",1042.31,2.55,"40_URMD_BESMMG_0-4.29",5154,"000400010"
5155,40.00,52345.12,"URMD",3803.62,"BESMMG",2336.06,"4.29-11.8",1187.43,6.88,"40_URMD_BESMMG_4.29-11.8",5155,"000400011"
5156,40.00,52345.12,"URMD",3803.62,"BESMMG",2336.06,"11.8-9999",106.31,14.60,"40_URMD_BESMMG_11.8-9999",5156,"000400012"
5157,40.00,52345.12,"URMD",3803.62,"HM",124.31,"11.8-9999",3.93,15.75,"40_URMD_HM_11.8-9999",5157,"000400013"
5158,40.00,52345.12,"URMD",3803.62,"HM",124.31,"4.29-11.8",70.31,6.92,"40_URMD_HM_4.29-11.8",5158,"000400014"
5159,40.00,52345.12,"URMD",3803.62,"HM",124.31,"0-4.29",50.06,2.72,"40_URMD_HM_0-4.29",5159,"000400015"
